Animal ID,Animal Name,Animal Type,Sex,Years Old,Months Old,Primary Breed,Primary Color,Tag Number,Intake Date,Intake Type,Intake Subtype,Outcome Type,Outcome Subtype,Outcome Date,Intake Month,Intake Day of the Week,Intake Year,Outcome Month,Outcome Day of the Week,Outcome Year
A054223,JETT,Cat,Neutered Male,,,DOMESTIC SH,BLACK,981020033734906,09/14/2019,Foster,Over the Counter,Adoption,Walk-In,09/27/2019,,,,,,
A054224,LOTTIE,Cat,Spayed Female,,,DOMESTIC SH,TORTIE,981020033729681,09/14/2019,Foster,Over the Counter,Adoption,Walk-In,09/28/2019,,,,,,
A054224,LOTTIE,Cat,Spayed Female,,,DOMESTIC SH,TORTIE,,07/27/2019,Stray,Over the Counter,Foster,Underage or Underweight,07/27/2019,,,,,,
A054224,LOTTIE,Cat,Spayed Female,,,DOMESTIC SH,TORTIE,981020033729681,09/29/2019,Return,Over the Counter,Adoption,Walk-In,10/04/2019,,,,,,
A054225,VAMPIRELLA,Cat,Spayed Female,,2,DOMESTIC SH,BLACK,981020031365462,07/27/2019,Stray,Animal Control,Adoption,Walk-In,09/11/2019,,,,,,
A054239,DALLAS,Cat,Female,2,,DOMESTIC SH,DIL CALICO,,07/28/2019,Stray,Over the Counter,Euthanized,Behavior Manageable,08/21/2019,,,,,,
A054242,,Other,Male,1,,RACCOON,BLACK,,07/28/2019,Stray,Animal Control,Euthanized,Wildlife,07/28/2019,,,,,,
A054245,MISSY,Dog,Spayed Female,15,,MALTESE,WHITE,,07/29/2019,Disposal Request of Deceased Pet,Over the Counter,Disposal of Deceased Pet,,07/29/2019,,,,,,
A054247,ALLEN,Cat,Neutered Male,,9,DOMESTIC SH,BLACK,981020031389312,07/29/2019,Stray,Animal Control,Adoption,Walk-In,08/05/2019,,,,,,
A054248,ALENA,Cat,Spayed Female,,6,DOMESTIC SH,TORBIE,981020031390884,07/29/2019,Stray,Animal Control,Adoption,Walk-In,08/05/2019,,,,,,
A054250,BOOTS,Cat,Spayed Female,,1.7,DOMESTIC SH,BLACK,981020031387110,07/29/2019,Owner Surrendered,Over the Counter,Adoption,Walk-In,08/08/2019,,,,,,
A054259,WILLOW,Dog,Spayed Female,,,GERM SHEPHERD,TRICOLOR,L19-010490,07/30/2019,Owner Surrendered,Over the Counter,Adoption,Walk-In,08/05/2019,,,,,,
A054260,,Cat,Male,2,,DOMESTIC SH,BLACK,,07/30/2019,Stray,Over the Counter,Euthanized,Feral,08/01/2019,,,,,,
A054261,,Other,Female,,6,RABBIT SH,BROWN,,07/30/2019,Stray,Over the Counter,Euthanized,Injury Severe,07/30/2019,,,,,,
A054262,,Cat,Male,2,,DOMESTIC SH,BRN TABBY,,07/30/2019,Stray,Animal Control,Euthanized,Feral,08/01/2019,,,,,,
A054263,CHARLIE,Cat,Male,10,,DOMESTIC SH,BLACK,,07/30/2019,Owner Surrendered,Animal Control,Euthanized,Behavior Severe,08/02/2019,,,,,,
A054279,MOLLY,Dog,Spayed Female,3,,GOLDEN RETR,GOLD,1576,07/31/2019,Owner Surrendered,Over the Counter,Transfer,Private Animal Shelter,08/06/2019,,,,,,
A054284,MATCHA,Cat,Spayed Female,,0.75,DOMESTIC LH,GRAY,,07/31/2019,Stray,Over the Counter,Foster,Underage or Underweight,08/01/2019,,,,,,
A054284,MATCHA,Cat,Spayed Female,,0.75,DOMESTIC LH,GRAY,981020031321286,09/07/2019,Foster,Over the Counter,Adoption,Walk-In,09/10/2019,,,,,,
A054286,LEILA,Dog,Spayed Female,,2.6,WHIPPET,BLACK,981020031326683,07/31/2019,Stray,Animal Control,Adoption,Walk-In,08/06/2019,,,,,,
A054286,LEILA,Dog,Spayed Female,,2.6,WHIPPET,BLACK,981020031326683,04/05/2020,Stray,Over the Counter,Adoption,Website Information,04/17/2020,,,,,,
A054287,SAMMY,Cat,Neutered Male,1,,DOMESTIC SH,GRAY,L19-010572,07/31/2019,Owner Surrendered,Over the Counter,Adoption,Walk-In,08/29/2019,,,,,,
A054289,CHEECH,Other,Male,,3,RAT,BROWN,,07/31/2019,Owner Surrendered,Over the Counter,Transfer,,08/05/2019,,,,,,
A054290,CHONG,Other,Male,,3,RAT,BROWN,,07/31/2019,Owner Surrendered,Over the Counter,Transfer,,08/05/2019,,,,,,
A054291,FINN,Dog,Neutered Male,2,,PUG,TAN,941000019865619,07/31/2019,Stray,Over the Counter,Return to Owner,,08/01/2019,,,,,,
A054292,,Dog,Male,6,,PIT BULL,BLUE,,07/31/2019,Stray,Animal Control,Transfer,Private Animal Shelter,08/06/2019,,,,,,
A054306,,Other,Male,2,,RACCOON,BLACK,,08/02/2019,Stray,Over the Counter,Euthanized,Condition Severe,08/02/2019,,,,,,
A054307,PENNY,Dog,Spayed Female,16,,CHIHUAHUA SH,BLACK,137336495A,08/02/2019,Stray,Animal Control,Return to Owner,Walk-In,08/03/2019,,,,,,
A054312,,Other,Unknown,,5,OPOSSUM,GRAY,,08/03/2019,Stray,Over the Counter,Returned to Native Habitat,,08/03/2019,,,,,,
A054313,,Other,Unknown,1,,RACCOON,BLACK,,08/03/2019,Stray,Over the Counter,Euthanized,Wildlife,08/03/2019,,,,,,
A054314,BUCKY,Dog,Male,14,,BEAGLE,TRICOLOR,,08/02/2019,Owner Surrendered,Animal Control,Euthanized,Condition Severe,08/11/2019,,,,,,
A054315,SHILOH,Dog,Neutered Male,,7,BEAGLE,TRICOLOR,981020031376611,08/02/2019,Owner Surrendered,Animal Control,Adoption,Walk-In,08/05/2019,,,,,,
A054320,,Cat,Female,1,,DOMESTIC SH,BLACK,,08/03/2019,Stray,Over the Counter,Euthanized,Feral,08/05/2019,,,,,,
A054329,OREO,Cat,Neutered Male,7,,DOMESTIC SH,BLACK,,08/03/2019,Owner Surrendered,Over the Counter,Euthanized,Create Space,09/27/2019,,,,,,
A054330,ZIGGY,Dog,Male,9,,CAIRN TERRIER,TAN,030122587,08/03/2019,Stray,Animal Control,Return to Owner,,08/05/2019,,,,,,
A054341,DARLA,Dog,Spayed Female,,8,GERM SHEPHERD,TRICOLOR,981020031282217,08/05/2019,Transfer,Transfer from Private Shelter,Adoption,Walk-In,08/12/2019,,,,,,
A054342,LIAM,Cat,Neutered Male,2,7,DOMESTIC SH,BRN TABBY,981020019306894,08/05/2019,Transfer,Transfer from Private Shelter,Adoption,Walk-In,08/17/2019,,,,,,
A054343,SUNNY,Dog,Spayed Female,3,,BEAGLE,RED TICK,981020031315950,08/05/2019,Stray,Over the Counter,Adoption,Walk-In,08/16/2019,,,,,,
A054344,TRIBBLE,Dog,Neutered Male,9,,PEKINGESE,BLACK,4B02014049,08/05/2019,Transfer,Transfer,Transfer,,08/06/2019,,,,,,
A054357,FORREST,Dog,Neutered Male,,10,AMER FOXHOUND,WHITE,981020031332100,08/06/2019,Stray,Animal Control,Adoption,Walk-In,08/19/2019,,,,,,
A054357,FORREST,Dog,Neutered Male,,10,AMER FOXHOUND,WHITE,981020031332100,08/20/2019,Return,Over the Counter,Adoption,Walk-In,09/01/2019,,,,,,
A054358,NORTON,Dog,Neutered Male,5,,BORDER TERRIER,TAN,981020031327671,08/06/2019,Stray,Animal Control,Adoption,Walk-In,08/22/2019,,,,,,
A054359,,Cat,Female,2,,DOMESTIC SH,BRN TABBY,,08/06/2019,Stray,Animal Control,Euthanized,Feral,08/08/2019,,,,,,
A054363,,Bird,Unknown,,0.5,PIGEON,BROWN,,08/06/2019,Stray,Animal Control,Euthanized,Wildlife,08/06/2019,,,,,,
A054364,RUDY,Cat,Neutered Male,4,,DOMESTIC MH,BRN TABBY,L19-010555,08/06/2019,Stray,Animal Control,Adoption,Walk-In,08/25/2019,,,,,,
A054365,,Cat,Female,,2.85,DOMESTIC SH,CALICO,,08/06/2019,Stray,Over the Counter,Euthanized,Feral,08/08/2019,,,,,,
A054370,,Other,Male,1,,RACCOON,BROWN,,08/06/2019,Stray,Animal Control,Euthanized,Wildlife,08/06/2019,,,,,,
A054372,,Cat,Male,,2.1,DOMESTIC SH,BLACK,,08/07/2019,Stray,Over the Counter,Euthanized,Feral,08/09/2019,,,,,,
A054373,,Other,Unknown,2,,OPOSSUM,GRAY,,08/07/2019,Stray,Over the Counter,Returned to Native Habitat,,08/07/2019,,,,,,
A054375,JOVI,Dog,Spayed Female,,5,BULLDOG,BLACK,981020031384263,08/07/2019,Stray,Animal Control,Foster,,08/09/2019,,,,,,
A054375,JOVI,Dog,Spayed Female,,5,BULLDOG,BLACK,981020031384263,08/16/2019,Foster,Over the Counter,Adoption,Referral,08/16/2019,,,,,,
A054384,TWIGGY,Dog,Male,10,,POODLE MIN,BLACK,981020031340541,08/08/2019,Stray,Over the Counter,Transfer,,08/21/2019,,,,,,
A054385,COEY,Dog,Spayed Female,13,,POODLE MIN,BLACK,,08/08/2019,Euthanasia Request,Over the Counter,Euthanized,Age-Related,08/08/2019,,,,,,
A054390,SASHA,Dog,Spayed Female,5,,BORDER TERRIER,BROWN,981020031377554,08/08/2019,Confiscated,Animal Cruelty,Adoption,Walk-In,08/17/2019,,,,,,
A054390,SASHA,Dog,Spayed Female,5,,BORDER TERRIER,BROWN,981020031377554,09/21/2019,Owner Surrendered,Over the Counter,Transfer,,09/21/2019,,,,,,
A054391,,Dog,Male,1,,PIT BULL,BROWN,,08/08/2019,Confiscated,Animal Cruelty,Euthanized,Behavior Severe,08/20/2019,,,,,,
A054392,,Cat,Female,8,,DOMESTIC SH,BLACK,,08/08/2019,Stray,Animal Control,Euthanized,Condition Severe,08/08/2019,,,,,,
A054393,GERRY,Other,Male,1,,GERBIL,WHITE,,08/08/2019,Stray,Over the Counter,Adoption,Website Information,09/01/2019,,,,,,
A054406,,Other,Unknown,1,,RAT,BROWN,,08/08/2019,Stray,Over the Counter,Euthanized,Illness Severe,08/08/2019,,,,,,
A054412,SATURN,Cat,Spayed Female,,2.8,DOMESTIC SH,BLACK,981020031361805,08/08/2019,Owner Surrendered,Over the Counter,Adoption,Walk-In,08/16/2019,,,,,,
A054413,PEBBLES,Dog,Female,5,,PIT BULL,GRAY,,08/08/2019,Owner Surrendered,Over the Counter,Transfer,Private Animal Shelter,09/11/2019,,,,,,
A054414,,Cat,Female,,6,DOMESTIC SH,BLACK,,08/09/2019,Stray,Over the Counter,Euthanized,Feral,08/11/2019,,,,,,
A054415,,Cat,Female,,3,DOMESTIC SH,GRAY,,08/09/2019,Stray,Over the Counter,Euthanized,Feral,08/11/2019,,,,,,
A054418,FINCH,Cat,Spayed Female,,3,DOMESTIC SH,TORBIE,981020031378353,08/09/2019,Stray,Over the Counter,Adoption,Walk-In,08/21/2019,,,,,,
A054418,FINCH,Cat,Spayed Female,,3,DOMESTIC SH,TORBIE,981020031378353,09/05/2019,Return,Over the Counter,Euthanized,Illness Severe,09/25/2019,,,,,,
A054420,,Cat,Female,,3,DOMESTIC SH,BLACK,,08/09/2019,Stray,Over the Counter,Euthanized,Feral,08/11/2019,,,,,,
A054423,BALI,Cat,Spayed Female,,,DOMESTIC SH,GRAY TABBY,981020031341457,08/09/2019,Stray,Over the Counter,Adoption,Walk-In,08/25/2019,,,,,,
A054424,ZEKE,Dog,Male,,11,STAFFORDSHIRE,TAN,,08/09/2019,Owner Surrendered,Over the Counter,Euthanized,Behavior Severe,08/20/2019,,,,,,
A054436,,Cat,Male,3,,DOMESTIC SH,BRN TABBY,,08/10/2019,Stray,Animal Control,Transfer,Private Animal Shelter,08/19/2019,,,,,,
A054437,PHOEBE,Dog,Spayed Female,3,,LHASA APSO,CREAM,981020031387217,08/10/2019,Stray,Animal Control,Adoption,Walk-In,08/21/2019,,,,,,
A054438,,Cat,Male,1,,DOMESTIC SH,BLACK,,08/10/2019,Stray,Animal Control,Euthanized,Feral,08/12/2019,,,,,,
A054441,ROSCOE,Dog,Male,5,,DACHSHUND,BRN MERLE,,08/10/2019,Stray,Animal Control,Return to Owner,,08/11/2019,,,,,,
A054442,DIAMOND,Dog,Female,2,,PIT BULL,BLUE,,08/10/2019,Euthanasia Request,Over the Counter,Euthanized,Aggressive,08/10/2019,,,,,,
A054443,SKIP,Dog,Male,7,,PIT BULL,FAWN,,08/10/2019,Euthanasia Request,Over the Counter,Euthanized,Aggressive,08/10/2019,,,,,,
A054444,,Bird,Female,2,,CHICKEN,TAN,,08/10/2019,Owner Surrendered,Over the Counter,Adoption,Referral,08/12/2019,,,,,,
A054457,SASHA,Dog,Spayed Female,,5,LABRADOR RETR,BLACK,981020031366744,08/12/2019,Owner Surrendered,Over the Counter,Adoption,Walk-In,08/15/2019,,,,,,
A054457,SASHA,Dog,Spayed Female,,5,LABRADOR RETR,BLACK,2929,08/11/2019,Stray,Over the Counter,Return to Owner,,08/12/2019,,,,,,
A054458,POPE,Cat,Neutered Male,3,,DOMESTIC SH,ORG TABBY,981020031253626,08/11/2019,Stray,Over the Counter,Adoption,Walk-In,09/11/2019,,,,,,
A054459,CHARLIE,Dog,Neutered Male,2,6,TR WALKER HOUND,TRICOLOR,982126055814083,08/11/2019,Owner Surrendered,Over the Counter,Adoption,Walk-In,08/16/2019,,,,,,
A054468,,Other,Female,1,,RACCOON,BLACK,,08/12/2019,Stray,Over the Counter,Euthanized,Wildlife,08/12/2019,,,,,,
A054474,,Cat,Unknown,,3,DOMESTIC MH,BRN TABBY,,08/12/2019,Stray,Over the Counter,Euthanized,Feral,08/14/2019,,,,,,
A054475,COUGAR,Cat,Neutered Male,,0.75,DOMESTIC SH,ORG TABBY,,08/12/2019,Stray,Animal Control,Foster,Underage or Underweight,08/13/2019,,,,,,
A054475,COUGAR,Cat,Neutered Male,,0.75,DOMESTIC SH,ORG TABBY,,09/03/2019,Foster,Over the Counter,Foster,Underage or Underweight,09/18/2019,,,,,,
A054475,COUGAR,Cat,Neutered Male,,0.75,DOMESTIC SH,ORG TABBY,981020033745000,10/08/2019,Foster,Over the Counter,Adoption,Walk-In,10/17/2019,,,,,,
A054484,FESTIVUS,Cat,Neutered Male,,1.1,DOMESTIC SH,CRM TABBY,,08/12/2019,Stray,Over the Counter,Foster,Underage or Underweight,08/13/2019,,,,,,
A054484,FESTIVUS,Cat,Neutered Male,,1.1,DOMESTIC SH,CRM TABBY,981020033739932,09/13/2019,Foster,Over the Counter,Adoption,Walk-In,09/18/2019,,,,,,
A054489,CHIRP,Cat,Spayed Female,2,,DOMESTIC SH,BRN TABBY,981020031382652,08/13/2019,Stray,Over the Counter,Adoption,Walk-In,08/28/2019,,,,,,
A054496,POPPINS,Dog,Neutered Male,3,,MALTESE,WHITE,L19-010553,08/13/2019,Stray,Animal Control,Adoption,Walk-In,08/25/2019,,,,,,
A054502,PAPA,Cat,Neutered Male,,0.9,DOMESTIC SH,BLACK,981020033716400,09/20/2019,Foster,Over the Counter,Adoption,Walk-In,10/01/2019,,,,,,
A054502,PAPA,Cat,Neutered Male,,0.9,DOMESTIC SH,BLACK,,08/13/2019,Owner Surrendered,Over the Counter,Foster,Underage or Underweight,08/14/2019,,,,,,
A054503,POLO,Cat,Neutered Male,,0.9,DOMESTIC SH,ORG TABBY,,08/13/2019,Owner Surrendered,Over the Counter,Foster,Underage or Underweight,08/14/2019,,,,,,
A054503,POLO,Cat,Neutered Male,,0.9,DOMESTIC SH,ORG TABBY,981020033707718,09/20/2019,Foster,Over the Counter,Adoption,Walk-In,09/24/2019,,,,,,
A054504,PACO,Cat,Neutered Male,,0.9,DOMESTIC SH,ORG TABBY,981020033706171,09/20/2019,Foster,Over the Counter,Adoption,Walk-In,09/23/2019,,,,,,
A054504,PACO,Cat,Neutered Male,,0.9,DOMESTIC SH,ORG TABBY,,08/13/2019,Owner Surrendered,Over the Counter,Foster,Underage or Underweight,08/14/2019,,,,,,
A054511,PANCAKES,Cat,Neutered Male,7,,DOMESTIC SH,WHITE,981020033728666,08/13/2019,Owner Surrendered,Animal Control,Adoption,Walk-In,10/12/2019,,,,,,
A054512,KING,Dog,Male,2,,PIT BULL,TAN,L19-010516,08/14/2019,Stray,Over the Counter,Return to Owner,Website Information,08/16/2019,,,,,,
A054523,,Cat,Female,3,,DOMESTIC SH,BRN TABBY,,08/14/2019,Confiscated,Animal Cruelty,Return to Owner,,08/21/2019,,,,,,
A054523,,Cat,Female,3,,DOMESTIC SH,BRN TABBY,,08/21/2019,Owner Surrendered,Over the Counter,Euthanized,Feral,08/26/2019,,,,,,
A054524,,Cat,Male,5,,DOMESTIC SH,BLACK,,08/21/2019,Owner Surrendered,Over the Counter,Euthanized,Illness Severe,09/11/2019,,,,,,
A054524,,Cat,Male,5,,DOMESTIC SH,BLACK,,08/14/2019,Confiscated,Animal Cruelty,Return to Owner,,08/21/2019,,,,,,
A054525,,Cat,Male,2,,DOMESTIC SH,BRN TABBY,,08/14/2019,Confiscated,Animal Cruelty,Return to Owner,,08/21/2019,,,,,,
A054525,,Cat,Male,2,,DOMESTIC SH,BRN TABBY,,08/21/2019,Owner Surrendered,Over the Counter,Euthanized,Feral,08/21/2019,,,,,,
A054526,POPPA DIDDY,Cat,Male,6,,DOMESTIC SH,BLACK,,08/21/2019,Owner Surrendered,Over the Counter,Euthanized,Behavior Severe,09/07/2019,,,,,,
A054526,POPPA DIDDY,Cat,Male,6,,DOMESTIC SH,BLACK,,08/14/2019,Confiscated,Animal Cruelty,Return to Owner,,08/21/2019,,,,,,
A054535,PETER,Cat,Neutered Male,,,DOMESTIC SH,BLACK,,08/15/2019,Stray,Over the Counter,Foster,,08/15/2019,,,,,,
A054535,PETER,Cat,Neutered Male,,,DOMESTIC SH,BLACK,981020033738920,09/28/2019,Foster,Over the Counter,Adoption,,10/10/2019,,,,,,
A054538,,Other,Unknown,,0.25,SQUIRREL,GRAY,,08/15/2019,Stray,Over the Counter,Transfer,Wildlife,08/15/2019,,,,,,
A054540,ROSE,Cat,Spayed Female,,,DOMESTIC SH,BRN TABBY,981020031366205,08/15/2019,Owner Surrendered,Over the Counter,Adoption,Walk-In,08/21/2019,,,,,,
A054541,CARLIE,Cat,Spayed Female,,,DOMESTIC SH,BLACK,981020031366295,08/15/2019,Owner Surrendered,Over the Counter,Adoption,Walk-In,08/26/2019,,,,,,
A054542,ZOEY,Dog,Female,1,,PIT BULL,GRAY,L19-000489,08/15/2019,Stray,Animal Control,Return to Owner,Walk-In,08/16/2019,,,,,,
A054547,PINEAPPLE,Other,Female,2,,HAMSTER,CREAM,,08/15/2019,Owner Surrendered,Over the Counter,Adoption,Walk-In,08/28/2019,,,,,,
A054564,ELEKTRA,Cat,Spayed Female,9,,DOMESTIC SH,BLACK,078837062,08/16/2019,Stray,Over the Counter,Return to Owner,Microchip,08/19/2019,,,,,,
A054566,RYLEE,Cat,Neutered Male,5,,DOMESTIC SH,SLVR TABBY,L19-011813,08/16/2019,Owner Surrendered,Over the Counter,Adoption,Walk-In,09/16/2019,,,,,,
A054569,DEJA,Dog,Spayed Female,10,,PIT BULL,BROWN,982000123101864,08/16/2019,Stray,Over the Counter,Euthanized,Condition Severe,08/20/2019,,,,,,
A054570,KIMBER,Dog,Neutered Male,2,,MASTIFF,BR BRINDLE,,08/17/2019,Owner Surrendered,Over the Counter,Transfer,Private Animal Shelter,08/19/2019,,,,,,
A054582,TONY,Dog,Neutered Male,3,,CHIHUAHUA SH,WHITE,981020031362308,08/17/2019,Stray,Animal Control,Adoption,,09/07/2019,,,,,,
A054583,SOPHIE,Dog,Spayed Female,2,,GERM SHEPHERD,BR BRINDLE,991001001245338,08/17/2019,Confiscated,Animal Cruelty,Adoption,Walk-In,09/03/2019,,,,,,
A054584,JIMMY,Dog,Neutered Male,2,,PIT BULL,BLACK,981020025721166,08/17/2019,Confiscated,Animal Cruelty,Euthanized,Behavior Manageable,10/05/2019,,,,,,
A054585,MIMI,Cat,Spayed Female,15,,DOMESTIC SH,BLACK,,08/17/2019,Euthanasia Request,Over the Counter,Euthanized,Illness Severe,08/17/2019,,,,,,
A054586,,Bird,Unknown,,7,PIGEON,WHITE,,08/17/2019,Stray,Animal Control,Return to Owner,,08/21/2019,,,,,,
A054594,KIKI,Dog,Spayed Female,4,,AKITA,BL BRINDLE,981020007716302,08/18/2019,Owner Surrendered,Over the Counter,Transfer,Private Animal Shelter,08/19/2019,,,,,,
A054607,,Cat,Female,,0.5,DOMESTIC SH,BLACK,,08/20/2019,Stray,Over the Counter,Euthanized,,08/20/2019,,,,,,
A054609,,Cat,Unknown,,0.5,DOMESTIC SH,BLACK,,08/20/2019,Stray,Over the Counter,Euthanized,,08/20/2019,,,,,,
A054610,,Cat,Unknown,,0.5,DOMESTIC SH,BLACK,,08/20/2019,Stray,Over the Counter,Euthanized,,08/20/2019,,,,,,
A054612,ROCKY,Cat,Neutered Male,18,,DOMESTIC SH,BLACK,,08/20/2019,Euthanasia Request,Over the Counter,Euthanized,Age-Related,08/20/2019,,,,,,
A054627,WINSTON,Cat,Neutered Male,,0.7,DOMESTIC SH,BLK TABBY,,08/20/2019,Stray,Over the Counter,Foster,Underage or Underweight,08/21/2019,,,,,,
A054627,WINSTON,Cat,Neutered Male,,0.7,DOMESTIC SH,BLK TABBY,981020033719731,09/19/2019,Foster,Over the Counter,Adoption,Walk-In,09/29/2019,,,,,,
A054628,ANNE,Cat,Spayed Female,,0.7,DOMESTIC SH,BLACK,,08/20/2019,Stray,Over the Counter,Foster,Underage or Underweight,08/21/2019,,,,,,
A054628,ANNE,Cat,Spayed Female,,0.7,DOMESTIC SH,BLACK,,09/28/2019,Foster,Over the Counter,Foster,Underage or Underweight,10/01/2019,,,,,,
A054628,ANNE,Cat,Spayed Female,,0.7,DOMESTIC SH,BLACK,981020033729747,10/14/2019,Foster,Over the Counter,Adoption,Walk-In,10/24/2019,,,,,,
A054640,LUKE,Cat,Neutered Male,,1.25,DOMESTIC SH,BLACK,,08/21/2019,Stray,Over the Counter,Foster,Underage or Underweight,08/22/2019,,,,,,
A054640,LUKE,Cat,Neutered Male,,1.25,DOMESTIC SH,BLACK,981020033732605,09/04/2019,Foster,Over the Counter,Adoption,Walk-In,09/25/2019,,,,,,
A054641,BO,Cat,Neutered Male,,1.25,DOMESTIC SH,BLACK,981020033739478,09/04/2019,Foster,Over the Counter,Adoption,Walk-In,10/04/2019,,,,,,
A054641,BO,Cat,Neutered Male,,1.25,DOMESTIC SH,BLACK,,08/21/2019,Stray,Over the Counter,Foster,Underage or Underweight,08/22/2019,,,,,,
A054642,THUMPER,Other,Neutered Male,3,,LOP-HOLLAND,GRAY,,08/21/2019,Owner Surrendered,Over the Counter,Foster,Create Space,08/22/2019,,,,,,
A054642,THUMPER,Other,Neutered Male,3,,LOP-HOLLAND,GRAY,,09/05/2019,Foster,Over the Counter,Adoption,Walk-In,09/16/2019,,,,,,
A054643,,Bird,Unknown,2,,EGRET,BLUE,,08/21/2019,Stray,Animal Control,Euthanized,Wildlife,08/21/2019,,,,,,
A054664,CUDDLES,Cat,Neutered Male,,0.7,DOMESTIC SH,BRN TABBY,,08/22/2019,Stray,Animal Control,Foster,Underage or Underweight,08/22/2019,,,,,,
A054664,CUDDLES,Cat,Neutered Male,,0.7,DOMESTIC SH,BRN TABBY,981020033724644,10/29/2019,Foster,Over the Counter,Adoption,Walk-In,11/01/2019,,,,,,
A054664,CUDDLES,Cat,Neutered Male,,0.7,DOMESTIC SH,BRN TABBY,,10/04/2019,Foster,Over the Counter,Foster,,10/10/2019,,,,,,
A054666,,Cat,Female,1,,DOMESTIC SH,BLACK,,08/22/2019,Owner Surrendered,Animal Control,Euthanized,Feral,08/22/2019,,,,,,
A054667,,Other,Unknown,1,,OPOSSUM,GRAY,,08/22/2019,Stray,Animal Control,Euthanized,Wildlife,08/22/2019,,,,,,
A054671,,Dog,Spayed Female,,2.1,PARSON RUSS TER,TAN,981020031388403,08/22/2019,Owner Surrendered,Animal Control,Adoption,Walk-In,08/27/2019,,,,,,
A054672,MARLEY,Dog,Neutered Male,,2.1,PARSON RUSS TER,TAN,981020031273358,08/22/2019,Owner Surrendered,Animal Control,Adoption,Walk-In,08/26/2019,,,,,,
A054673,SUSHI,Dog,Spayed Female,,2.8,PIT BULL,BLUE,981020031375220,08/22/2019,Owner Surrendered,Over the Counter,Adoption,Walk-In,08/28/2019,,,,,,
A054673,SUSHI,Dog,Spayed Female,,2.8,PIT BULL,BLUE,981020031375220,06/29/2020,Owner Surrendered,OTC APPT,Adoption,Website Information,07/15/2020,,,,,,
A054673,SUSHI,Dog,Spayed Female,,2.8,PIT BULL,BLUE,981020031375220,01/08/2020,Owner Surrendered,Over the Counter,Adoption,Walk-In,01/11/2020,,,,,,
A054680,ALICE,Cat,Spayed Female,,,DOMESTIC SH,SLVR TABBY,,08/22/2019,Stray,Animal Control,Foster,Underage or Underweight,08/22/2019,,,,,,
A054680,ALICE,Cat,Spayed Female,,,DOMESTIC SH,SLVR TABBY,981020033743046,10/21/2019,Foster,Over the Counter,Adoption,Walk-In,10/26/2019,,,,,,
A054691,BELLA,Dog,Spayed Female,3,,PIT BULL,BLUE,981020031318623,11/12/2019,Owner Surrendered,Over the Counter,Transfer,Private Animal Shelter,11/16/2019,,,,,,
A054691,BELLA,Dog,Spayed Female,3,,PIT BULL,BLUE,L19-010559,08/23/2019,Owner Surrendered,Over the Counter,Adoption,,08/26/2019,,,,,,
A054692,MARLEY,Dog,Neutered Male,10,,LABRADOR RETR,YELLOW,981010001175588,08/23/2019,Stray,Animal Control,Return to Owner,,08/23/2019,,,,,,
A054694,BO,Cat,Neutered Male,,1.2,DOMESTIC MH,GRAY,,08/23/2019,Stray,Over the Counter,Foster,Underage or Underweight,08/24/2019,,,,,,
A054694,BO,Cat,Neutered Male,,1.2,DOMESTIC MH,GRAY,981020033714459,09/18/2019,Foster,Over the Counter,Adoption,,09/19/2019,,,,,,
A054698,WANDA,Cat,Spayed Female,2,,DOMESTIC SH,BRN TABBY,41431,08/23/2019,Stray,Over the Counter,Transfer,Private Animal Shelter,10/15/2019,,,,,,
A054711,TINKERBELL,Cat,Spayed Female,,3,DOMESTIC SH,GRAY,981020031374103,08/24/2019,Owner Surrendered,Over the Counter,Adoption,Walk-In,09/11/2019,,,,,,
A054712,,Cat,Female,1,,DOMESTIC SH,BLACK,,08/24/2019,Stray,Animal Control,Euthanized,Feral,08/26/2019,,,,,,
A054713,SANTINO,Dog,Neutered Male,8,,LHASA APSO,CREAM,985121008220867,08/24/2019,Stray,Animal Control,Foster,Condition Minor,09/29/2019,,,,,,
A054713,SANTINO,Dog,Neutered Male,8,,LHASA APSO,CREAM,985121008220867,10/09/2019,Foster,Over the Counter,Euthanized,Vet Clinic,10/09/2019,,,,,,
A054714,POLO,Dog,Male,3,,PIT BULL,BLUE,642099000358465,08/24/2019,Stray,Animal Control,Return to Owner,Phone Call,08/25/2019,,,,,,
A054727,SIMBA,Other,Neutered Male,1,,LIONHEAD,BUFF,981020031375961,08/25/2019,Owner Surrendered,Over the Counter,Adoption,Walk-In,08/29/2019,,,,,,
A054728,FRIDAY,Cat,Spayed Female,,5,DOMESTIC SH,DIL CALICO,981020033709477,08/25/2019,Stray,Over the Counter,Adoption,Walk-In,10/02/2019,,,,,,
A054729,ANNA,Cat,Spayed Female,,2.7,DOMESTIC SH,WHITE,981020031328911,08/25/2019,Stray,Animal Control,Adoption,Walk-In,09/13/2019,,,,,,
A054733,CHARLOTTE,Cat,Spayed Female,,0.65,DOMESTIC SH,BLK TABBY,,08/25/2019,Stray,Animal Control,Foster,,08/25/2019,,,,,,
A054733,CHARLOTTE,Cat,Spayed Female,,0.65,DOMESTIC SH,BLK TABBY,981020033738958,10/24/2019,Foster,Over the Counter,Adoption,Walk-In,11/05/2019,,,,,,
A054734,TOMMY,Cat,Neutered Male,,0.65,DOMESTIC SH,BLACK,981020033825690,10/24/2019,Foster,Over the Counter,Adoption,Walk-In,11/10/2019,,,,,,
